"wkt","typ"
"LINESTRING (16.7034468864406 49.202292916809,16.7008790166727 49.199627175336,16.6983992959058 49.1991842267135,16.6982516483077 49.1991450024236,16.6980651066776 49.1990913948696,16.6979449231243 49.199059790883,16.697707063101 49.1989998051675,16.6974936776829 49.1989521320599,16.6973761396723 49.1989315760494,16.6970397586039 49.1988918438758,16.6969145916625 49.1988759194847,16.6968283715119 49.1988616642094,16.6967480748236 49.1988433196591,16.6964031844341 49.198752912253,16.6961740719524 49.1986926087821,16.6961292123795 49.1986825761974,16.6957663203809 49.1986255617139)","_Zona30_pesi_obytna"
"LINESTRING (16.6676240622151 49.1978237342279,16.6702411673552 49.1981800498912,16.6713581558037 49.1983258552237)","_obsluzna komunikace(spolecny provoz)"
"LINESTRING (16.6989653682048 49.1567643882159,16.7001069774385 49.1573114932143,16.7007158594194 49.1576199759296,16.7016492717338 49.1580801921518,16.7024164201007 49.1584708973584,16.7035510108113 49.1590280610607,16.7040739262972 49.1592937565674,16.7046963915272 49.1596508538835,16.7053495995225 49.1600241724933,16.7059083833961 49.1603478758238,16.7065388733903 49.1607070869207,16.7072365414214 49.1611296305704,16.7076896637536 49.1613849464652,16.7081363483494 49.1616359006524,16.7084536848797 49.1618027469254,16.7088194850082 49.1619940929886,16.7099511945237 49.1625814045439)","ostatni_pomocne"
"LINESTRING (16.6687565539015 49.1483474031829,16.6686072234143 49.148407105136,16.6684987122014 49.1484366024569,16.6683358961183 49.1484665769016,16.6679842360316 49.1485289927862,16.6675641314255 49.1485908890983,16.6671421520469 49.1486569518821,16.6666745420518 49.1487360228998,16.6663522769014 49.1487790040827,16.666280275117 49.1487856614519,16.6662343008702 49.1487898514915,16.6661748501886 49.14879446077,16.6660853862076 49.1487967612521,16.6659834875523 49.1487985769976,16.6658915189926 49.1488034372917,16.665791376022 49.1488090900692,16.6657307170856 49.1488083368579,16.6656658411509 49.1488024003854,16.665617924772 49.148792967283,16.665582727646 49.1487822798491,16.6655357316378 49.1487562981534,16.6655042572784 49.1487501727713,16.6654560097339 49.1487573296442,16.6653841742393 49.1487702526151,16.6652653525149 49.1487935483854,16.6651446801592 49.1488135864942,16.6650128513531 49.1488162254445,16.6649416416352 49.1488125788418,16.6648810277929 49.1488024466842,16.6648242666485 49.1487851586553,16.6647640991149 49.148761376252,16.6646796573958 49.1487280825821)","ostatni_pomocne"
"LINESTRING (16.6550463774273 49.1374178764206,16.6549966202461 49.1374015643807,16.6548390425073 49.1373433463336,16.6547169558408 49.1372975993842,16.6546097931467 49.1372534912403,16.6545562181103 49.137229580751,16.6544937812891 49.1371970315591,16.6543824614177 49.1371192071976,16.6541597019642 49.1369533859806,16.6540478589858 49.1368723970433,16.6538766402366 49.1367410924381,16.6537863144107 49.1366651391243,16.6536477873256 49.1365306673409,16.6535421989754 49.1364206052718,16.6534824367108 49.1363471985156,16.6534289727392 49.1362771678331,16.6533815788828 49.1362046334874,16.65332881776 49.1361194068195,16.6532981812075 49.1360609545602,16.6532570855957 49.1359827075951)","_Vyhrazeny pruh"
"LINESTRING (16.6470471389178 49.1564425193265,16.6470727495281 49.1564993038408,16.6470843656203 49.1565927339797,16.6470806354189 49.1567158422071,16.6470708771869 49.1568696133457,16.6470584248243 49.1570215581388,16.6470427351502 49.1571932364426,16.6470184823812 49.1573927808057,16.6469924000514 49.1575882691207,16.6469796288438 49.1576904501404,16.6469587705695 49.1578069501346,16.6469321337403 49.1579236968407,16.6468839452291 49.1581140254813,16.6468667469625 49.1581975683624,16.6468434080392 49.1582698788155,16.6468215925396 49.1583298614517,16.6467843582371 49.1583956281593,16.6467539513569 49.1584471506232,16.6467336717683 49.1584764805804,16.6466876993574 49.1585164327426,16.6465928946386 49.1586046435847,16.6464426919098 49.1587324685384,16.6463594654009 49.1588139696822,16.6463062620014 49.158864537779,16.6462353975376 49.158952801694,16.6461902387832 49.1590121186237,16.6461557787087 49.1590640094416,16.6461229950818 49.1591117643734,16.6460950378008 49.1591605144028,16.6460619072017 49.1592255888554,16.6460398560519 49.1592930814498,16.6460284570528 49.1593443090332,16.6460198052687 49.1593970394803,16.6460141065994 49.1594591412171,16.6460113985795 49.159527344436,16.6460201412056 49.1596215536779,16.6460328505748 49.1596991897128,16.6461129882549 49.1599820873475,16.6463466621917 49.1605585933772,16.646475246595 49.1608742962823,16.6465369638322 49.1610242756611,16.6465578637818 49.1610550389555,16.6466064508466 49.1611360246962,16.6466566897392 49.1611978194975,16.6467204517633 49.1612577869423,16.6467805753334 49.1612927905851,16.6469308596696 49.1613652445186,16.647086867124 49.1614423562414,16.6471920202845 49.1615070438173,16.6472448390296 49.1615592029682,16.647289646859 49.1616297770471,16.647327733158 49.161713948366,16.6474241070753 49.1620237770913,16.6474880240624 49.1622364145995,16.6475513108748 49.1624437716484,16.6475841380151 49.1625691318153,16.6476291547454 49.1627509835953,16.6476628756768 49.1629104402146,16.6477000662995 49.163124791463,16.6477218206396 49.1632902758757,16.6477630354717 49.1636534800255,16.6477747570457 49.1639105395253,16.6477859707342 49.1640307749424,16.6477938135596 49.1641198479219,16.6477937374208 49.164141604314,16.6477977769461 49.164200629707,16.6477978822023 49.1642410518363,16.6477956805549 49.164306181797,16.6477850304234 49.1643847872241,16.6477737055625 49.1644446921087,16.6477341617613 49.1645868715905,16.6476948201164 49.164689795984,16.6476409432517 49.1648311278643,16.6476060985634 49.1649142439743,16.6475554931093 49.1650371537043,16.6475006193424 49.1651663071806,16.6474249093225 49.1653494585647,16.6473742077258 49.1654699071517,16.6473549797244 49.1655429987244,16.647358388099 49.1655967437044,16.647369400798 49.1656482436111,16.6473903524832 49.1656908728304,16.6474269398363 49.1657294510729,16.6474571833745 49.1657534234767,16.6476305092712 49.1658304123157,16.6476959666332 49.1658508759866,16.6478875600666 49.1659029733954,16.6484412334419 49.1660918771517,16.6485385235836 49.1661328427868,16.6485922488295 49.1661703907354,16.6486330641293 49.1662097837338,16.6486856598047 49.1662734316753,16.6487293882217 49.1663398987873,16.6487576888203 49.1664011439609,16.6488568024574 49.1667512274953,16.6489839892724 49.1672167938599,16.6490760179798 49.1676004797097,16.6490944769608 49.1677465451668,16.6490873749965 49.1679395501619,16.6490614770256 49.1680854149005,16.649039748814 49.1681858453817,16.6489876345633 49.1684667016141,16.6489102984477 49.1688420581615,16.6488636315882 49.1690576771264,16.6488075666931 49.1693065634878,16.6487724651559 49.1694196572479,16.6487224114454 49.1695358299874,16.6486665011264 49.1696300602472,16.6485879405753 49.169727859879,16.6485105820116 49.1698023203011,16.6484408912758 49.1698652651047,16.6482312357865 49.1700368346826,16.6477822621971 49.1703782249854,16.6472854735197 49.1707596440752,16.6472229734165 49.1708139671391,16.6471656189693 49.1708705477788,16.6471040110385 49.1709354400914,16.64705090312 49.1709933536869,16.6469881477214 49.1710812445426,16.6468831702527 49.1712567524529,16.64675699058 49.1714590111055,16.6465599148646 49.1717619343296,16.6464135466558 49.1719703468108,16.6463357439433 49.172060276082,16.6462366849018 49.1721612788029,16.6460919296002 49.1722878207235,16.6458916621144 49.1724436872618,16.6454526432159 49.1727930072948,16.6452833122123 49.1729364158672,16.6450446763827 49.1731083476808,16.6443430402279 49.1736523612085,16.6442286117911 49.1737445274845,16.6439872327516 49.1739283205554,16.6437743580407 49.1740696879617,16.6435805675403 49.1741652092157,16.643484454704 49.174208202347,16.6429876026215 49.1744087552037,16.6427487674253 49.1745066076099,16.6426170402992 49.1745569038949,16.6423471439709 49.1746391287765,16.642146794354 49.1746945706141,16.6419520768813 49.17473490841,16.6415651099576 49.1748133459893,16.641263634204 49.1748475057282)","_obsluzna komunikace(spolecny provoz)"
"LINESTRING (16.6447749791454 49.1541117727564,16.6447735792105 49.1540746950836,16.6448041977859 49.1540218791111,16.6450465466308 49.15364710926,16.6450791031664 49.1535931210665,16.6451010957332 49.1535563857048,16.6451219038902 49.1535131854307,16.6451446216444 49.1534477035812,16.6451592635644 49.1533934325265,16.64518274589 49.1532442295952)","ostatni_pomocne"
"LINESTRING (16.6473629074159 49.1543465461434,16.6470661643052 49.1543237212878,16.6463963120496 49.1542829915748,16.6462790657975 49.1542799524784,16.645963187622 49.1542772925172,16.6457605038704 49.1542780399315,16.6456593587642 49.1542741731956,16.6455022754449 49.1542585040486,16.6450738897207 49.1542163209036,16.6449354955308 49.1542022974578,16.6448546318159 49.154190371529,16.6448090047341 49.1541704610758,16.6447840989775 49.1541428504634,16.6447749791454 49.1541117727564)","ostatni_pomocne"
"LINESTRING (16.6531409839405 49.1540740579333,16.650182688257 49.1547632704733,16.649977948702 49.1546882139404,16.6484740519857 49.154555276435,16.6484053833805 49.1545602485645,16.6474439636207 49.1544537920894,16.6474348351908 49.1543543198618,16.6473629074159 49.1543465461434)","ostatni_pomocne"
"LINESTRING (16.633434489671 49.1528861148599,16.6335401257555 49.1534781745734,16.6335635061666 49.1536526457577,16.6335964161674 49.1536993359531,16.6336127419774 49.1537596417072,16.6336097265344 49.1537954572887,16.6335895590742 49.153848343628,16.6339189370146 49.1565689415237,16.6340595769647 49.1576290922634,16.6341880282385 49.1585738417996,16.6342451537979 49.1589946290721,16.6342781188675 49.1592031828369,16.6343302487133 49.1593649631997,16.6344025081943 49.1599032408055,16.6344187687426 49.1602533841549,16.6344596038488 49.1606386041966,16.6345613603767 49.1616960041059,16.6345697668767 49.162041559115,16.6345795500036 49.1624011926511,16.6345926704794 49.1625658620154,16.6346839498821 49.1625991996861,16.6347002568644 49.162771159734)","_stezka_C8_C9_C10"
"LINESTRING (16.6340721938301 49.1630915213297,16.6340607846279 49.1629084558939,16.6340666327598 49.1628853430158,16.6340822488424 49.1628576774943,16.6341162498733 49.1627979713314,16.634136194958 49.1627539417686,16.6341578138482 49.1626847566542,16.6341765112683 49.1625896879214,16.6341804004496 49.1624637280011,16.6341734380307 49.1622478705292,16.6341501251543 49.1618558226644,16.6341456567238 49.1615586735895,16.6341405895374 49.1613749456304,16.6341293386566 49.1611789503157,16.6341032502874 49.1609684627974,16.6340703851777 49.1606994202053,16.6340090703966 49.1602691952914,16.6339575865478 49.1599138734402,16.6338808299049 49.1593530955076,16.633818371741 49.1589186218604,16.6337610071584 49.1584943218934,16.6336828212113 49.1579572374618,16.6336409325898 49.1576383531022,16.6335926859846 49.1572633629388,16.633533951999 49.1568524092456,16.6334821185092 49.1565067411643,16.6334495079618 49.1562960608201,16.6334160208997 49.1560183695481,16.6333674060794 49.1556231875995,16.6333431144752 49.1554018025987,16.6333105570085 49.1550311474221,16.6332756253948 49.1547522783407,16.6332379909588 49.1544549348882,16.6332157804789 49.1542982259905,16.633190189848 49.1541047116125,16.633163199241 49.1538922772413,16.6331419717503 49.1537071374049,16.63312849109 49.153585864432,16.6329373415598 49.1534145233731,16.632817043643 49.1532809933388,16.6327956089961 49.1532517841744,16.6327801287112 49.1532162741804,16.6327848262121 49.153147775166,16.6328168009733 49.1530978746533,16.6328652313291 49.1530625810942,16.6329743135234 49.153014905418,16.633018174818 49.1529749868438,16.6330295481189 49.1529095140796,16.633434489671 49.1528861148599)","_stezka_C8_C9_C10"
"LINESTRING (16.6526288672707 49.1512504555676,16.6528277973714 49.1512654996454,16.6531396614794 49.1512940384556,16.6538723204392 49.1513470141849,16.6539458949178 49.151348602693,16.6540075849019 49.1513405175763,16.6541004083464 49.1513159749774,16.6542331517612 49.1512639772976,16.6545564045096 49.1511256037158,16.654597770025 49.151112158313,16.6548672563489 49.1510689835725,16.6550439984164 49.1510346495702,16.6551429140802 49.1510124991984,16.6552851558293 49.1509999482694,16.6557453550072 49.1509752626921,16.6559545595134 49.1509792569793,16.6560715089999 49.1509759405852,16.6561544577132 49.1509850145852,16.6563652963776 49.1509915430889,16.6563833265557 49.1509659278561,16.6563948386222 49.1509519519494,16.6564093177231 49.150937378614,16.6564265944647 49.1509282453174,16.656446060128 49.1509263911853,16.6567122320336 49.1509329212248,16.6573346599429 49.1509390205064,16.6576082329254 49.1509410289735,16.6578363245723 49.1509423181549,16.6585177564825 49.1509447727427,16.6589473539661 49.150949506414,16.6590745404152 49.1509500003239,16.6592023616906 49.150953401777,16.6595023767001 49.150973561738,16.6598774051908 49.1510078421519,16.6604438962661 49.1510549572626,16.6618297246456 49.1511771357783,16.6629599648699 49.1512790040082,16.6631457097427 49.1512956427147)","_Zona30_pesi_obytna"
"LINESTRING (16.6526340512563 49.15141690154,16.6524821550551 49.1514430314365,16.6523681448181 49.1514598608995,16.6522727110316 49.1514577113839,16.6521103580118 49.1514590229687,16.6519442079552 49.1514774104013,16.6518401195194 49.1514854491187,16.6517314015148 49.1514882525485,16.6514734341835 49.1514945998262,16.6513691270917 49.1514954270947,16.6512750502285 49.1515092247691,16.6511633007508 49.1515508131296,16.6510827081043 49.1515948680788,16.6509266989136 49.151666404491,16.6508526830875 49.151699093197,16.650812554327 49.1517188470564,16.6507785800095 49.1517323134368,16.6507168056522 49.1517440875677,16.6506001284709 49.1517482244864,16.6503312033081 49.151753450845,16.6498863233686 49.151761857167,16.6497280844838 49.1517619855375,16.6495292217181 49.1517398892319,16.6493972999611 49.1517295061108,16.6493256260748 49.151741656519,16.6492575070249 49.1517621236613,16.6491625477573 49.1517962911984,16.6490785144182 49.1518538142694,16.6489741451129 49.1518641280768,16.6485904998866 49.1518440484965,16.6478173195702 49.1518048141302,16.6475796813177 49.1517904638424,16.6461247396344 49.1516794431288,16.6454697801526 49.1516291787183,16.6450380366266 49.1515937272578,16.6449352836873 49.1515858512075)","_Zona30_pesi_obytna"
"LINESTRING (16.6532608981999 49.12319287295,16.6532282672368 49.1231925968578,16.6531637765024 49.1231861641904,16.6530121077648 49.1231617498384,16.6525666430353 49.1230727780688,16.6522811038396 49.1230128357246,16.6521683066221 49.12298995348,16.6520775237339 49.1229664738009,16.6519329671476 49.1229261590744,16.6518265910487 49.1228928405811,16.6516825923523 49.1228391216077,16.6513868493917 49.1227214572189,16.6509915172929 49.1225690695913,16.6506089332835 49.1224113963559,16.6502152740785 49.1222513266849,16.6499182972953 49.1221287313409,16.6496579202501 49.1220202801434,16.6492695316794 49.1218605788822,16.6488646165733 49.1216967517883,16.6485991668112 49.1215892840582,16.6485486264035 49.121575229843,16.6485034455781 49.1215709643583,16.6484409903333 49.1215746206446,16.6483799192925 49.1215848274356,16.6483132530873 49.1215916816009,16.6482457432453 49.1215836884835,16.6481774284526 49.1215681102153,16.6480253255775 49.1215113940872,16.6477149544153 49.121405591809,16.6474184222286 49.1213053365922,16.6469522701158 49.121135295623,16.6466995833353 49.1210499648622,16.646540180456 49.1210028135285,16.6463187604325 49.1209441569658,16.6460748816641 49.1208825693865,16.6454119680488 49.1207264090894,16.6436035968751 49.1202901782994,16.6434074416232 49.1202623384674,16.6431710677966 49.1202499397525,16.6425775055487 49.1202324674592,16.6416596798252 49.1202014879889,16.6415479848657 49.1201981654788,16.6412384148799 49.12020371282,16.6411658809099 49.1202063839322,16.6404799572126 49.1202450200038,16.6400252626631 49.1202712269473,16.6398476060524 49.1202804481552,16.6398136658048 49.1202750915605,16.6397756138355 49.1202573451651,16.6397653968271 49.1202297359688,16.639781843487 49.1201744357603,16.6398135780611 49.1201008575159,16.6398204431848 49.1200540216284,16.6397930690996 49.1199612086035,16.6397766159919 49.1198842242397,16.6397065427377 49.1193775593348,16.6396292195971 49.1188252115747,16.6396045129262 49.1186562278162,16.6395936111437 49.1185828622178,16.6395704494279 49.1185392811913,16.6395250105879 49.1185016537809,16.6394511521955 49.1184824515277,16.6393546927062 49.1184761705423,16.6391791418071 49.1184825815587,16.6388817268457 49.1184927452876,16.6386042715316 49.1185010928991,16.6383574412293 49.1185000435746,16.6381906493012 49.1184955109072,16.6380486558119 49.1184964954882,16.6379561272482 49.1184937176962,16.6378335379164 49.1184831681324,16.6377663360593 49.1184770723294,16.6376711635269 49.1184629492178,16.6372734679861 49.1183877768902,16.6352991093497 49.1180432745056,16.6344805972379 49.1178891246119,16.6342957455052 49.1178523883755,16.6341867008108 49.1178204764497)","_ucelova_polni_lesni cesta"
