"WKT","id","prac_clk","vik_clk"
"LINESTRING ((16.6201114601981 49.1915915430046,16.6201789704274 49.1916952700778,16.6216572960669 49.1936165075725,16.6217080222365 49.1936788870844,16.6219607953934 49.1939173972893,16.6224424390185 49.1943797907959,16.6225277318445 49.1944563729531,16.6225665749121 49.1944908584792,16.6225996709909 49.1945247927938,16.6226152180622 49.1945425167477,16.6226189718344 49.1945479649131,16.6226221682262 49.1945550378973,16.6226238379882 49.1945613245456,16.622625595856 49.1945701771016,16.6226252312965 49.1945835376095,16.6226233843012 49.1945933291114,16.6226198602848 49.194605091347,16.6225852669463 49.1947025262509,16.6225829863652 49.1947097545439,16.6225815949356 49.194720383254,16.6225818041611 49.1947301754731,16.622584164552 49.1947379671806,16.622589690158 49.1947507584098,16.6225980696221 49.1947639866523,16.6226194039795 49.1947912370759,16.6226971280295 49.1948692012036,16.6228951233007 49.1950667144483,16.6230849455887 49.1952539441594,16.6231855836102 49.1953576237065,16.6232572040473 49.1954342783185,16.6233954089664 49.1955810445851,16.6235128557361 49.1957116448628,16.6236403680814 49.1958702177501,16.6238748054583 49.1961793043968,16.6238972201075 49.1962093895349,16.6239316963095 49.1962606873807,16.6239661917668 49.1963024805164,16.623902119415 49.1963275803436,16.6238829414001 49.1963363452735,16.6238617209596 49.196348294247,16.6238383217646 49.1963637522795,16.6237414370945 49.196436666879,16.62371017075 49.1964622685264,16.6237015540168 49.1964721873013,16.623698659165 49.1964755190952,16.6236895195538 49.1964913794904,16.6236875225767 49.196496131495,16.6236856116054 49.1965036301487,16.6236851608029 49.1965125706874,16.6236868170861 49.1965248078136,16.6237063153702 49.1965989247467,16.6240017723679 49.1976993113628,16.6240282861863 49.1977818745963,16.6240526575746 49.1978435014426,16.6240718028016 49.1978745039789,16.6240841958511 49.1978955501394,16.6241089976589 49.1979205308629,16.6241396222906 49.1979440962706,16.6242241428485 49.198005218669,16.6238194579373 49.1983389906617,16.6235987328911 49.1985655743089,16.6233139307201 49.1989169938304,16.6233094113674 49.1989225623885,16.6232880935272 49.1989510202157,16.6232550808395 49.1990126955645))","98","0","0"
"LINESTRING ((16.6189560687933 49.1979223976985,16.6187615600796 49.1978497529973,16.6184964244644 49.1977458803396,16.6183312518094 49.1976694314917,16.618012393659 49.1974970854043,16.6176935524589 49.1973246490258,16.6174628827984 49.197182510863,16.6172294859278 49.1970401791317,16.6166757232066 49.1966827883257,16.6165413934635 49.1965900679145,16.6163954204685 49.1964866823782))","99","60","20"
"LINESTRING ((16.6141726340445 49.2011126150455,16.6154788485418 49.201568058549,16.615584512342 49.2016101703259))","100","40","0"
"LINESTRING ((16.6137315478351 49.201840616912,16.613758193161 49.2017267286207,16.613790430361 49.2016651539156,16.6139349693298 49.2014214059448,16.6140504434992 49.2012568234095,16.6141726340445 49.2011126150455))","101","30","0"
"LINESTRING ((16.6150836689758 49.1984924046327,16.6150837642379 49.198516108972,16.6147233603267 49.1992463866009,16.6146932809366 49.1993216814827,16.6146040241482 49.1995566804769,16.6145504043836 49.1997253706647,16.6143361163581 49.2004257419448,16.6143143355522 49.200496740044,16.614403762776 49.2005088866866,16.6142462554828 49.2009894799196,16.6142289346677 49.2010344278996,16.6141726340445 49.2011126150455))","102","10","0"
"LINESTRING ((16.6237456330292 49.2045030710543,16.6225857567927 49.2056676983915,16.6223044500909 49.2059717900443,16.6221324072193 49.2061539058256))","103","10","0"
"LINESTRING ((16.6237456330292 49.2045030710543,16.6238441690407 49.2045518247532,16.6239469452977 49.2046217715487,16.6240470735407 49.2047019324863,16.6242850684242 49.2048996539769,16.6244032659689 49.2050553494415,16.6244957752059 49.2052454981086,16.6245545788582 49.2054014262708,16.6245918231736 49.2055776280766,16.6246096064469 49.2057286663526,16.6245862160036 49.2059620858426,16.6245582585746 49.2060539034591,16.6245182995955 49.2061649519699,16.6243024681977 49.2067236735792,16.6239972780007 49.2074754240334,16.623836214551 49.2079563432389,16.6237338683135 49.208497310271,16.62372160192 49.2089699361421,16.6237331189036 49.2091732624946,16.6237721676491 49.2095220755426,16.6237919872607 49.2096179944305,16.623933702798 49.2101213140439,16.623999276857 49.2102847756233,16.6240499011295 49.2103939971428,16.6243904846989 49.2110930830775,16.6250446183369 49.2123093486523,16.6254156646728 49.2130390734625))","104","20","0"
"LINESTRING ((16.6237456330292 49.2045030710543,16.6241068413607 49.2041369714406,16.6243361463647 49.2039180198142,16.6244401290193 49.2038180101038,16.6245071259034 49.2037699253525,16.6245908958814 49.2037272774346,16.624722024088 49.2036778474423,16.6248198248058 49.2036564515572,16.6249061700994 49.2036417528906,16.6250996580047 49.2036319151153,16.625244324044 49.2036302029605,16.6254952496023 49.2036605134554))","105","15","0"
"LINESTRING ((16.6237456330292 49.2045030710543,16.6235336957751 49.2044279382404,16.62234952473 49.2040320680449,16.6217733168289 49.2038504912628,16.6211233763042 49.2036456067157,16.6190276493629 49.2029983922891,16.6186425401261 49.2028645797115))","106","20","0"
"LINESTRING ((16.6254952496023 49.2036605134554,16.6254541719652 49.2037993407782,16.6254484542539 49.2038483208867,16.625452134429 49.2039349583341,16.6254795655762 49.2040500471747,16.6255470106935 49.2041937420721,16.6258620416381 49.2047946931537,16.6262170053982 49.205492711395,16.6263609793184 49.2057887010082,16.6267174720441 49.2064741620571,16.6270496270317 49.207139811813,16.627524160026 49.2080156808191,16.6281111339299 49.2090925056197,16.6298501014927 49.2088419122588,16.6300259561202 49.2088025997786,16.6302050566923 49.2091210523318,16.6303314824557 49.2090935331051,16.6315048722299 49.2089107738802,16.6315752054029 49.2088994611194,16.6316456004932 49.2088944839504,16.6316705837062 49.2088953440202,16.6317045627775 49.2088977439139,16.6317800767301 49.2089161920695,16.6318269499389 49.2089358734319,16.6318554743223 49.2089538066184,16.6318781831145 49.2089726857578,16.6330094739559 49.2101425488049,16.6334347155104 49.2105761479571,16.6335910454586 49.2107436585142,16.6337255801677 49.2109203025271,16.6338348145117 49.211060247689))","107","10","0"
"LINESTRING ((16.6262900206661 49.202428994643,16.6262120888311 49.2024529718282,16.6261518312812 49.202486971691,16.6260329111887 49.2026769166953,16.6257541730785 49.2031861495871,16.6254952496023 49.2036605134554))","108","16","0"
"LINESTRING ((16.6262900206661 49.202428994643,16.6263238335365 49.2024231539985,16.6263839986447 49.2024198996173,16.6264616483853 49.202421951214,16.6266171051154 49.202442707667,16.6267716969562 49.2024616752273,16.626875431599 49.2024769937303,16.6269379326882 49.2024883938158,16.6269830230526 49.202499069799,16.6270197091557 49.2025099024738,16.6270479924639 49.2025208829075,16.6270729592801 49.20253113147,16.627098895231 49.2025424524872,16.6271230462751 49.2025553929761,16.6271582071839 49.2025778397652,16.627619607261 49.2028939740811,16.6276827805976 49.2029294711216,16.6277115018313 49.2029419023342,16.6277512224183 49.2029551832387,16.6278069037663 49.2029686062197,16.6278621428186 49.202977755944))","109","50","25"
"LINESTRING ((16.6261220286888 49.2006163127262,16.6262292085108 49.2016480246753,16.626277121529 49.2022734179065,16.626290020666 49.2024289946431))","110","35","0"
"LINESTRING ((16.615584512342 49.2016101703259,16.6156513812653 49.2015302432964,16.6156837619306 49.2015096516599,16.615740804681 49.2014901724353,16.6159764490387 49.2014322306947,16.6161194785904 49.2014027372918,16.6162483346546 49.2013821899514,16.6163721358061 49.2013663498435,16.6165558737255 49.201353666088,16.6167947010316 49.2013542873855,16.6169076709759 49.2013555890114,16.6170567573219 49.2013638783832,16.6174065095796 49.201394960374,16.6177074652116 49.2014231310358,16.6178748705041 49.2014467351151,16.6180185394091 49.2014694734143,16.6182377534629 49.2015078680215,16.6183713345588 49.2015348667337,16.6187608530673 49.2016295394329,16.6189266117178 49.2016731953682,16.6201456391655 49.2020007063516,16.6202009609276 49.2020147047461,16.6202725781159 49.2020294940342,16.6203194898857 49.2020376514661,16.6205979954491 49.2020749351721,16.6208545028469 49.2021069176274,16.6211051530933 49.2021249360944,16.6215345903723 49.2021460841341,16.6218910426332 49.2021573926164,16.6220391281751 49.2021604580554,16.6248217192182 49.2022298662595,16.626277121529 49.2022734179065,16.626290020666 49.2024289946431))","111","15","0"
"LINESTRING ((16.6150836689758 49.1984924046327,16.6166162893393 49.1988314405306,16.6179481954261 49.1991246851004,16.6181864080613 49.1991867657108,16.6203484106198 49.1997196123375,16.621661110683 49.2000542792379),(16.6217482716211 49.2000764985355,16.622433058247 49.2002287644369,16.6228270856484 49.2003035726213,16.6246501016202 49.2006113842713,16.6247312470352 49.2006223673557,16.6248899341247 49.2006293356113,16.6250240494274 49.2006287778097,16.6261220286888 49.2006163127262))","112","20","0"
"LINESTRING ((16.615584512342 49.2016101703259,16.6177032642193 49.2024872311605,16.6183972345253 49.2027665256677,16.6186425401261 49.2028645797115))","113","25","0"
"LINESTRING ((16.6137315478352 49.201840616912,16.6137562227724 49.2018575592243,16.6136976256327 49.2023762058013,16.6136642483474 49.2026011591711,16.6136218938553 49.2028865843192,16.6134909925772 49.2039533884687,16.6134619646496 49.2042340769052,16.6134166404884 49.2045926640526,16.6133617953672 49.2049821981334))","114","30","0"
"LINESTRING ((16.6133617953672 49.2049821981334,16.6133377623195 49.2052007761393,16.6133033817606 49.205363230649,16.6132524721106 49.2055237913926,16.6131672404633 49.2056924143765,16.6131084547332 49.2057919071393,16.6130173280777 49.2059083759032,16.6128742945205 49.206065037524,16.6127675993012 49.2061679219792,16.6126124953693 49.2062973176955,16.6124037647096 49.2064656083982,16.6123010600153 49.2065467959511,16.611882922888 49.2068651752411,16.6108844181536 49.2076424062537,16.6102250369159 49.2081766678062,16.610083222541 49.2083015751678,16.609941633715 49.2084761550757,16.6098065089643 49.20864920278,16.6096485667625 49.208891094493,16.6095707583693 49.2089962035569,16.6095166924649 49.2090494480487,16.6094799378114 49.2090797685651,16.6094587243443 49.2090945470569,16.6094339813986 49.2091097991716,16.6093894956219 49.2090832221313,16.6091363053446 49.2092406985875,16.6090807367604 49.2092752672223,16.6090005325708 49.209320419239))","115","25","0"
"LINESTRING ((16.6133617953672 49.2049821981334,16.6134566339415 49.20498493242,16.6134826820412 49.2049851845644,16.6134953851357 49.2049840758968,16.6135153161628 49.204982330217,16.6135502839608 49.2049764572661,16.6135948620826 49.204963703116,16.6137839209233 49.2049066996183,16.6156890757696 49.204372656717,16.6158305724934 49.2043353483625,16.6158550238222 49.2043302952317,16.6158774862685 49.2043270912059,16.6159006873394 49.2043262730262,16.6159393709088 49.2043282510231,16.6159666683854 49.204330635192,16.6159783778783 49.2043326216491,16.6159885632614 49.2043347263611,16.6159985941825 49.2043371819351,16.6160060152668 49.2043393080855,16.6160142890766 49.2043422905328,16.6160260168074 49.2043478509966,16.6160374113737 49.2043547626994,16.6172096561679 49.205168199021,16.6174897108303 49.2053652040553,16.6176152309971 49.2054420123131,16.6177159288562 49.2054776285813))","116","10","0"
"LINESTRING ((16.6177159288561 49.2054776285813,16.6177363116298 49.2054996930169,16.6186782166247 49.2057305883352,16.6187447881171 49.2057446142303,16.6188118451466 49.2057523430561,16.6188395737449 49.2057700427347))","117","0","0"
"LINESTRING ((16.618839573745 49.2057700427347,16.6188627847451 49.205787513254,16.6189528354431 49.2057956024118,16.618988080869 49.2058003570375,16.6190249458255 49.2058078492226,16.6192029217806 49.2058520062369,16.62032742896 49.2061308984607,16.6216627927135 49.206458066063,16.6218241614999 49.2064957982662,16.6221324072193 49.2061539058256))","118","0","0"
"LINESTRING ((16.5957219789256 49.1915523930934,16.5958258126428 49.1915538283846,16.5959067395046 49.191562267014,16.5966292045498 49.1916783895698,16.5966834680071 49.1916851617035,16.5967721156216 49.1916923114044,16.5968794349576 49.1916991306942,16.5969575722747 49.1916989767375,16.5970226899751 49.1916964335831,16.5970914780578 49.191689800125,16.5972616387172 49.191672432138,16.5978901421059 49.1915992766023,16.5985564370029 49.1915219788481,16.5986873943453 49.1915133510525,16.5988127218314 49.1915073086037,16.5993921570235 49.1914908231299,16.5994827006986 49.191490416915,16.5995687720085 49.1914918551587,16.5996678555523 49.1915002403831,16.5997607995696 49.19151488339,16.5998561983944 49.1915330471271))","119","32","0"
"LINESTRING ((16.5939792464886 49.1898390300566,16.5940902178979 49.1898506159947,16.5942881876996 49.1899086283088,16.5946335825428 49.1900555933555,16.5949137942494 49.190174821662,16.5950797516007 49.1902282771022,16.5953699359964 49.1903217456539,16.5954524857394 49.190348334773,16.5959879955685 49.1905224152741,16.5958707631457 49.1907747774663,16.5957780673159 49.1909743186693,16.5957268281525 49.1911008599677,16.5957139002188 49.1911195523512,16.5956997769047 49.1912206606553,16.5956994857996 49.1913104673183,16.5957219789256 49.1915523930934))","120","40","0"
"LINESTRING ((16.587497299645 49.1893120764426,16.587694613268 49.1889793626775,16.5877194608973 49.188908132755,16.5878552764065 49.1889252708469,16.5885345280122 49.189002486738,16.5885865295222 49.189009898271,16.5886236267341 49.1890179786989,16.5886692914904 49.1890307471057,16.5887188778428 49.1890476744653,16.5925298367739 49.1904636093764,16.592633484884 49.1904993067346,16.5926994193187 49.1905161988848,16.5929184573612 49.1905577997862,16.5936922298967 49.190701635931,16.595299295671 49.1910015753129,16.5955663367132 49.1910800900588,16.5957268281525 49.1911008599677,16.5957139002188 49.1911195523512,16.5956997769047 49.1912206606553,16.5956994857996 49.1913104673183,16.5957219789256 49.1915523930934))","121","25","0"
"LINESTRING ((16.5945090770463 49.1889476110886,16.5945085662209 49.188980770574,16.5944997618925 49.1890482556871,16.5944595536148 49.1891345868764,16.5941792341262 49.1895257008629,16.5939792464885 49.1898390300566))","122","40","0"
"LINESTRING ((16.587497299645 49.1893120764426,16.587694613268 49.1889793626775,16.5877194608973 49.188908132755,16.5877709846436 49.1887678832145,16.5877825630044 49.188665318569,16.5880273866144 49.1886727614266,16.5884424936334 49.1886660690654,16.5898577687165 49.1886513606071,16.590050816966 49.188653945952,16.5900992907058 49.188655398728,16.5901384699539 49.1886588144849,16.5901782049504 49.1886647119072,16.5902153994938 49.1886717856719,16.590271532777 49.1886861743114,16.5903957350785 49.1887287338312,16.590627309718 49.1888179938801,16.591016831143 49.1889719270955,16.591962632005 49.1893479813938,16.5928540271866 49.1897067774283,16.5929837402063 49.1897435743362,16.5931440335759 49.189781547138,16.593436245236 49.1898329551562,16.5935881746157 49.1898455497515,16.5937046208466 49.1898440474174,16.5938039995727 49.1898372630521,16.5938933347175 49.1898344691247,16.5939792464886 49.1898390300566))","123","20","0"
"LINESTRING ((16.5945090770463 49.1889476110886,16.5953554221912 49.1889217552239,16.5961716501518 49.1888259172833,16.5979421568966 49.1885511266471,16.5980954644384 49.1885361352346,16.5981725948663 49.1885320199667,16.5982439135401 49.1885363565109,16.5983450158826 49.188557549703,16.5984277943905 49.1885877541661,16.5984915122234 49.188624746834,16.5987577720234 49.1887923388772,16.5996211899032 49.1893458258507,16.5998104620914 49.1894548588715,16.5999083830771 49.1894894829272,16.6000015442418 49.1895061313292,16.6000979825922 49.1895029320149,16.6001996165815 49.1894925032863,16.6011341966359 49.1893877490957,16.602090833251 49.1892831045704,16.6024923527861 49.1892625538708,16.6027865987194 49.1892514902148,16.6036458039983 49.1892212392559,16.6064165017989 49.1891244158264,16.6071406047861 49.1890882716801,16.6074372152522 49.1890845998842))","124","35","20"
"LINESTRING ((16.5949072391289 49.18678242223,16.5948788504982 49.1868715642489,16.5947975839023 49.1870081393843,16.5946939006758 49.1871255394728,16.5945196266775 49.1873344314592,16.5944376574165 49.1874547024144,16.5942570003553 49.1876544395948,16.5941664709661 49.187796444341,16.5941345208015 49.1878829093681,16.5941170616507 49.1879960913611,16.594115399389 49.1880829878822,16.5941209012997 49.1882409452836,16.5941610183143 49.1883656314941,16.5942827371987 49.1885652153433,16.5944504062251 49.1888032464047,16.5944964662173 49.1888928067631,16.5945090770463 49.1889476110886))","125","55","45"
"LINESTRING ((16.602382562508 49.1844726431819,16.6012972549957 49.1850288230015,16.6005497805143 49.1853831935457,16.6003189396816 49.1855012919298,16.6000097413981 49.1856411565349,16.5995353434526 49.1858216989609,16.5994004920353 49.1858654529241,16.5990975895538 49.1859671575555,16.5985492871841 49.1861273296218,16.5978465818104 49.186307305811,16.5972114347324 49.1864575198344,16.5967154370283 49.1865789830156,16.5962932379249 49.1866730288348,16.5960532517976 49.1867249205851,16.5959030611456 49.1867519792969,16.5957360356369 49.186774858064,16.5955384220707 49.1867907716182,16.5952636274978 49.186801930203,16.5949072391289 49.18678242223))","126","10","0"
